topic_id	initial_request	topic_desc	clarification_need	facet_id	facet_desc	question_id	question	answer
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0066	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	Q02615	is there any specific information that you would like to know about employment requirements at pnl	yes what openings are available and what educational background and experience are needed
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0066	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	Q00697	are you looking for a specific web site	no i just want to know about the job openings
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0066	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	Q00738	are you looking for any specific facilities	no just any career opportunities at pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0066	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	Q00918	are you looking for jobs in richland	no i am trying to see what jobs are available at the pnl and what their requirements for employment are
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0066	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	Q00925	are you looking for lab jobs	i am looking for some career information on pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0066	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	Q00988	are you looking for research papers	no
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0066	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	Q01266	are you referring to the lab in seattle	im not sure
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0066	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	Q01284	are you referring to the specific company	yes the company pnl and its career opportunities
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0066	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	Q01601	do you need any specific information about pnl	yes im looking for information pertaining to careers at pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0066	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	Q00001		
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0067	types of research projects performed at PNL	Q00690	are you looking for a specific representative in relation to the company	no i want to know about their research projects
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0067	types of research projects performed at PNL	Q01652	do you need information on employment opportunities	no i want to know the types of research projects done at pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0067	types of research projects performed at PNL	Q01684	do you need stock price values for the company	no i am interested in the types of research projects performed at pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0067	types of research projects performed at PNL	Q01692	do you need the address or location for the company	no i need to know what projects are done at pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0067	types of research projects performed at PNL	Q01748	do you seek further information on lab breeders	this doesnt apply
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0067	types of research projects performed at PNL	Q02600	is there a specific representative that you need contact information for	no
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0067	types of research projects performed at PNL	Q02615	is there any specific information that you would like to know about employment requirements at pnl	no i am looking for types of research projects performed at pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0067	types of research projects performed at PNL	Q00697	are you looking for a specific web site	no im looking for research projects performed at pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0067	types of research projects performed at PNL	Q00738	are you looking for any specific facilities	i dont know
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0067	types of research projects performed at PNL	Q00918	are you looking for jobs in richland	no research projects at pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0067	types of research projects performed at PNL	Q00925	are you looking for lab jobs	i dont know
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0067	types of research projects performed at PNL	Q00988	are you looking for research papers	no i just want to know the types of projects they do at pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0067	types of research projects performed at PNL	Q01266	are you referring to the lab in seattle	i dont know
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0067	types of research projects performed at PNL	Q01284	are you referring to the specific company	yes the company pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0067	types of research projects performed at PNL	Q01601	do you need any specific information about pnl	yes about which research projects do pnl perform
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0067	types of research projects performed at PNL	Q00001		
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0068	home page of the Pacific Northwest National Laboratory	Q00690	are you looking for a specific representative in relation to the company	no i just need you to bring up the home page of the pacific northwest national laboratory
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0068	home page of the Pacific Northwest National Laboratory	Q01652	do you need information on employment opportunities	no i need information of the pacific northwest national laboratory
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0068	home page of the Pacific Northwest National Laboratory	Q01684	do you need stock price values for the company	no i want to visit the homepage
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0068	home page of the Pacific Northwest National Laboratory	Q01692	do you need the address or location for the company	no the homepage
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0068	home page of the Pacific Northwest National Laboratory	Q01748	do you seek further information on lab breeders	no
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0068	home page of the Pacific Northwest National Laboratory	Q02600	is there a specific representative that you need contact information for	no i want to find the home page of the pacific northwest national library
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0068	home page of the Pacific Northwest National Laboratory	Q02615	is there any specific information that you would like to know about employment requirements at pnl	im not sure
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0068	home page of the Pacific Northwest National Laboratory	Q00697	are you looking for a specific web site	yes the home page of the pacific northwest national laboratory
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0068	home page of the Pacific Northwest National Laboratory	Q00738	are you looking for any specific facilities	yes i am needing the pacific northwest national laboratory
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0068	home page of the Pacific Northwest National Laboratory	Q00918	are you looking for jobs in richland	no the home page of the pacific northwest national laboratory
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0068	home page of the Pacific Northwest National Laboratory	Q00925	are you looking for lab jobs	i dont think so
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0068	home page of the Pacific Northwest National Laboratory	Q00988	are you looking for research papers	just the webpage for now
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0068	home page of the Pacific Northwest National Laboratory	Q01266	are you referring to the lab in seattle	i dont know
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0068	home page of the Pacific Northwest National Laboratory	Q01284	are you referring to the specific company	yes pacfific northwest national laboratory
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0068	home page of the Pacific Northwest National Laboratory	Q01601	do you need any specific information about pnl	their homepage
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0068	home page of the Pacific Northwest National Laboratory	Q00001		
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0069	information about the scientific user facilities of the laboratory	Q00690	are you looking for a specific representative in relation to the company	no i want info about the scientific user facilities of the laboratory
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0069	information about the scientific user facilities of the laboratory	Q01652	do you need information on employment opportunities	no i need information about the scientific user faciliities of the laboratory itself
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0069	information about the scientific user facilities of the laboratory	Q01684	do you need stock price values for the company	no i need information about the scientific user facilities of the laboratory
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0069	information about the scientific user facilities of the laboratory	Q01692	do you need the address or location for the company	i just need information on the scientific user facilites of the laboratory
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0069	information about the scientific user facilities of the laboratory	Q01748	do you seek further information on lab breeders	i dont know
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0069	information about the scientific user facilities of the laboratory	Q02600	is there a specific representative that you need contact information for	no i want information about the facilities
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0069	information about the scientific user facilities of the laboratory	Q02615	is there any specific information that you would like to know about employment requirements at pnl	i dont know
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0069	information about the scientific user facilities of the laboratory	Q00697	are you looking for a specific web site	no i want any that has information on scientific user facilities of the laboratory
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0069	information about the scientific user facilities of the laboratory	Q00738	are you looking for any specific facilities	yes the scientific user facilities
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0069	information about the scientific user facilities of the laboratory	Q00918	are you looking for jobs in richland	no i want information on pacific northwest laboratory facilities
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0069	information about the scientific user facilities of the laboratory	Q00925	are you looking for lab jobs	this isnt what i asked
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0069	information about the scientific user facilities of the laboratory	Q00988	are you looking for research papers	no i am looking for info about the scientific user facilities
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0069	information about the scientific user facilities of the laboratory	Q01266	are you referring to the lab in seattle	the lab isnt located in seattle
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0069	information about the scientific user facilities of the laboratory	Q01284	are you referring to the specific company	no
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0069	information about the scientific user facilities of the laboratory	Q01601	do you need any specific information about pnl	yes i need information about the scientific user facilities of the laboratory
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0069	information about the scientific user facilities of the laboratory	Q00001		
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0070	Who operates (manages) PNL?	Q00690	are you looking for a specific representative in relation to the company	no i am trying to determine who runs the pacific northwest lab
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0070	Who operates (manages) PNL?	Q01652	do you need information on employment opportunities	i want to know which company operates pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0070	Who operates (manages) PNL?	Q01684	do you need stock price values for the company	no i would like to know who operates pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0070	Who operates (manages) PNL?	Q01692	do you need the address or location for the company	no i want to know who operates it
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0070	Who operates (manages) PNL?	Q01748	do you seek further information on lab breeders	no i want to know who operates the company pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0070	Who operates (manages) PNL?	Q02600	is there a specific representative that you need contact information for	i want to know who operates pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0070	Who operates (manages) PNL?	Q02615	is there any specific information that you would like to know about employment requirements at pnl	no i want to know who manages pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0070	Who operates (manages) PNL?	Q00697	are you looking for a specific web site	no i am looking for who operates pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0070	Who operates (manages) PNL?	Q00738	are you looking for any specific facilities	no tell me who operates it
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0070	Who operates (manages) PNL?	Q00918	are you looking for jobs in richland	no
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0070	Who operates (manages) PNL?	Q00925	are you looking for lab jobs	no looking to see who manages pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0070	Who operates (manages) PNL?	Q00988	are you looking for research papers	no
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0070	Who operates (manages) PNL?	Q01266	are you referring to the lab in seattle	no
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0070	Who operates (manages) PNL?	Q01284	are you referring to the specific company	yes pacific northwest laboratory
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0070	Who operates (manages) PNL?	Q01601	do you need any specific information about pnl	yes who operates or manages pnl
115	Tell me about the pacific northwest laboratory.	career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed	2	F0070	Who operates (manages) PNL?	Q00001		
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0071	Find information about the California Franchise Tax Board.	Q00929	are you looking for legal forms	possibly i need general information on the california franchise tax board
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0071	Find information about the California Franchise Tax Board.	Q02471	do you wish to do an entity search	yes do one on the california franchise tax board
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0071	Find information about the California Franchise Tax Board.	Q00967	are you looking for payment information	no i want general information about the california franchise tax board
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0071	Find information about the California Franchise Tax Board.	Q01382	are you trying to login to the boards website	no i want information about the board
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0071	Find information about the California Franchise Tax Board.	Q01683	do you need specific forms to fill out	no i want to know any information about the california franchise tax board
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0071	Find information about the California Franchise Tax Board.	Q01780	do you want a phone number	no i want general information
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0071	Find information about the California Franchise Tax Board.	Q01796	do you want contact information for the board	yes and other general information on them
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0071	Find information about the California Franchise Tax Board.	Q01835	do you want information on the tax board	yes i do
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0071	Find information about the California Franchise Tax Board.	Q02172	do you want to know the address	yes and other information like contact
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0071	Find information about the California Franchise Tax Board.	Q02260	do you want to know their hours of operation	yes and give me other general information on them
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0071	Find information about the California Franchise Tax Board.	Q00001		
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0072	How do I register as a tax preparer?	Q00929	are you looking for legal forms	maybe i want to find out how to register as a tax preparer
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0072	How do I register as a tax preparer?	Q02471	do you wish to do an entity search	no i want to register as a tax preparer
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0072	How do I register as a tax preparer?	Q00967	are you looking for payment information	no just to register
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0072	How do I register as a tax preparer?	Q01382	are you trying to login to the boards website	i do need to do something on the website but its beyond just logging in there
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0072	How do I register as a tax preparer?	Q01683	do you need specific forms to fill out	yes as long as they relate to how to register as a tax preparer
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0072	How do I register as a tax preparer?	Q01780	do you want a phone number	no i need registration information
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0072	How do I register as a tax preparer?	Q01796	do you want contact information for the board	yes and steps on how to register as a tax preparer
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0072	How do I register as a tax preparer?	Q01835	do you want information on the tax board	no i need know how to register as a tax preparer
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0072	How do I register as a tax preparer?	Q02172	do you want to know the address	no id like information about how to register as a tax preparer
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0072	How do I register as a tax preparer?	Q02260	do you want to know their hours of operation	no
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0072	How do I register as a tax preparer?	Q00001		
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0073	Find contact information for the California FTB.	Q00929	are you looking for legal forms	no i am looking for a phone number or email address for californias franchise tax board
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0073	Find contact information for the California FTB.	Q02471	do you wish to do an entity search	yes if it reveals the contact information for the california ftb
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0073	Find contact information for the California FTB.	Q00967	are you looking for payment information	no i would like contact inforamtion for the california ftb
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0073	Find contact information for the California FTB.	Q01382	are you trying to login to the boards website	no i need contact information
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0073	Find contact information for the California FTB.	Q01683	do you need specific forms to fill out	no i need their contact information please
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0073	Find contact information for the California FTB.	Q01780	do you want a phone number	yes plus other contact information
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0073	Find contact information for the California FTB.	Q01796	do you want contact information for the board	yes i do
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0073	Find contact information for the California FTB.	Q01835	do you want information on the tax board	yes i need contact information
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0073	Find contact information for the California FTB.	Q02172	do you want to know the address	yes i want their contact information
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0073	Find contact information for the California FTB.	Q02260	do you want to know their hours of operation	no i just need their contact information
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0073	Find contact information for the California FTB.	Q00001		
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0074	Find tax forms and other information on filing individual taxes.	Q00929	are you looking for legal forms	yes i am looking for tax forms and information about filing
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0074	Find tax forms and other information on filing individual taxes.	Q02471	do you wish to do an entity search	no
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0074	Find tax forms and other information on filing individual taxes.	Q00967	are you looking for payment information	no i just need tax forms and information on filing individual taxes
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0074	Find tax forms and other information on filing individual taxes.	Q01382	are you trying to login to the boards website	no
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0074	Find tax forms and other information on filing individual taxes.	Q01683	do you need specific forms to fill out	yes i need forms to file taxes
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0074	Find tax forms and other information on filing individual taxes.	Q01780	do you want a phone number	no id like information about filing individual taxes in california
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0074	Find tax forms and other information on filing individual taxes.	Q01796	do you want contact information for the board	no i am looking for tax forms and other information on filing individual taxes
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0074	Find tax forms and other information on filing individual taxes.	Q01835	do you want information on the tax board	no just forms
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0074	Find tax forms and other information on filing individual taxes.	Q02172	do you want to know the address	no i would like tax forms
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0074	Find tax forms and other information on filing individual taxes.	Q02260	do you want to know their hours of operation	no i would like to find tax forms and other information on filing individual taxes
116	What is California Franchise Tax Board	Find information about the California Franchise Tax Board.	2	F0074	Find tax forms and other information on filing individual taxes.	Q00001		
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0075	What specific health problems arise from exposure to asbestos?	Q00033	are you asking about the dangers of asbestos siding	no i am looking for specific health problems only
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0075	What specific health problems arise from exposure to asbestos?	Q02774	what exactly do you wanto to know about the dangers of asbestos	i want to know about the health problems associated with asbestos
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0075	What specific health problems arise from exposure to asbestos?	Q02822	what kind of information are you looking for news or research on the dangers of asbestos	i am looking for health symptoms that occur when exposed to asbestos
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0075	What specific health problems arise from exposure to asbestos?	Q03386	would you like to know about health problems that arise from exposure to asbestos	yes exactly
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0075	What specific health problems arise from exposure to asbestos?	Q03424	would you like to know about the dangers of asbestos removal	yes id like to know more about the specific health problems that can arise from asbestos exposure
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0075	What specific health problems arise from exposure to asbestos?	Q03714	would you like to know whether asbestos exposure cause cancer	yes as well as other potential risk
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0075	What specific health problems arise from exposure to asbestos?	Q00142	are you interested in asnestos exposure	yes what health conditions can it cause
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0075	What specific health problems arise from exposure to asbestos?	Q00283	are you interested in learning about the symptoms associated with asbestos poisioning	no
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0075	What specific health problems arise from exposure to asbestos?	Q00461	are you interested in the levels of dangers associated with asbsestos	yes im interested in the levels of danger associated with asbestos
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0075	What specific health problems arise from exposure to asbestos?	Q01020	are you looking for some statistics regarding the exposure of asbestos	yes
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0075	What specific health problems arise from exposure to asbestos?	Q01201	are you referring of the dangers of asbestos in new or old houses	am interested in asbestos health problems in old and new homes
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0075	What specific health problems arise from exposure to asbestos?	Q01297	are you requesting information about the dangers of asbestos or the symptoms of associated with asbestos exposure	yes specifically the health problems that arise
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0075	What specific health problems arise from exposure to asbestos?	Q01539	do you have any type of asbestos in mind when you ask about the dangers of asbestos	no only health problems related to exposure
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0075	What specific health problems arise from exposure to asbestos?	Q02343	do you want to know whether living in a home with asbestos insulation can cause people to become sick	yes i would like to have this information
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0075	What specific health problems arise from exposure to asbestos?	Q00001		
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0076	Find basic information about the dangers of asbestos.	Q00033	are you asking about the dangers of asbestos siding	yes and other types of asbestos as well
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0076	Find basic information about the dangers of asbestos.	Q02774	what exactly do you wanto to know about the dangers of asbestos	i want to know what health impact aspestos can have on my body
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0076	Find basic information about the dangers of asbestos.	Q02822	what kind of information are you looking for news or research on the dangers of asbestos	yes the latter the dangers of asbestos
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0076	Find basic information about the dangers of asbestos.	Q03386	would you like to know about health problems that arise from exposure to asbestos	yes along with any other dangers
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0076	Find basic information about the dangers of asbestos.	Q03424	would you like to know about the dangers of asbestos removal	i would like to know about the general dangers of asbestos
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0076	Find basic information about the dangers of asbestos.	Q03714	would you like to know whether asbestos exposure cause cancer	yes and i want to know other dangers of asbestos
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0076	Find basic information about the dangers of asbestos.	Q00142	are you interested in asnestos exposure	yes and the dangers of that exposure
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0076	Find basic information about the dangers of asbestos.	Q00283	are you interested in learning about the symptoms associated with asbestos poisioning	no i want to find basic information about the dangers of asbestos
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0076	Find basic information about the dangers of asbestos.	Q00461	are you interested in the levels of dangers associated with asbsestos	yes
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0076	Find basic information about the dangers of asbestos.	Q01020	are you looking for some statistics regarding the exposure of asbestos	no im looking for basic information about the dangers of asbestos
117	What are specific dangers of asbestos?	What specific health problems arise from exposure to asbestos?	2	F0076	Find basic information about the dangers of asbestos.	Q01201	are you referring of the dangers of asbestos in new or old houses	doesnt matter i want to learn more about the dangers of asbestos
